Ano,Mês,CODCEST,FAMILIA,QTDITEM,preço_medio
2019,julho,170281,QUEIJO MUSS TEMP TOMATE SECO KG,0,"R$30,00"
2018,julho,199900,DESODOR GLADE AUTO 7ML GRATIS AP,7,"R$19,89"
2018,agosto,199900,DESODOR GLADE AUTO 7ML GRATIS AP,6,"R$19,89"
2018,setembro,199900,DESODOR GLADE AUTO 7ML GRATIS AP,9,"R$19,89"
2018,outubro,199900,DESODOR GLADE AUTO 7ML GRATIS AP,4,"R$20,49"
2018,novembro,199900,DESODOR GLADE AUTO 7ML GRATIS AP,7,"R$20,49"
2018,dezembro,199900,DESODOR GLADE AUTO 7ML GRATIS AP,16,"R$20,60"
2019,janeiro,199900,DESODOR GLADE AUTO 7ML GRATIS AP,5,"R$21,01"
2019,fevereiro,199900,DESODOR GLADE AUTO 7ML GRATIS AP,8,"R$19,10"
2019,março,199900,DESODOR GLADE AUTO 7ML GRATIS AP,13,"R$21,31"
2019,abril,199900,DESODOR GLADE AUTO 7ML GRATIS AP,11,"R$22,29"
2019,maio,199900,DESODOR GLADE AUTO 7ML GRATIS AP,10,"R$22,29"
2019,junho,199900,DESODOR GLADE AUTO 7ML GRATIS AP,9,"R$22,09"
2019,julho,199900,DESODOR GLADE AUTO 7ML GRATIS AP,2,"R$22,29"
2018,julho,200100,APERITIVO CAMPARI 900ML,15,"R$36,45"
2018,julho,200100,APERITIVO MARTINI 750ML,15,"R$28,09"
2018,julho,200100,CATUABA ASA BRANCA 900ML,16,"R$5,68"
2018,julho,200100,CONHAQUE DREHER 900ML,7,"R$14,49"
2018,julho,200100,CONHAQUE SAO BRAZ 900ML,16,"R$5,29"
2018,julho,200100,CONHAQUE SEDUTOR 500ML,8,"R$6,89"
2018,julho,200100,CONHAQUE SEDUTOR 900ML,8,"R$12,59"
2018,julho,200100,RUM BACARDI 980ML BIG,2,"R$39,33"
2018,julho,200100,SIDRA FERM SAO BRAZ 660ML MACA,2,"R$9,99"
2018,julho,200100,TEQUILA EL JIMADOR 750ML,3,"R$105,90"
2018,julho,200100,VODKA BLUE SPIRIT 275ML ICE,54,"R$4,02"
2018,julho,200100,VODKA SMIRNOFF LATA ICE 269ML,40,"R$4,34"
2018,agosto,200100,APERITIVO CAMPARI 900ML,44,"R$36,45"
2018,agosto,200100,APERITIVO MARTINI 750ML,21,"R$28,09"
2018,agosto,200100,CATUABA ASA BRANCA 900ML,32,"R$5,68"
2018,agosto,200100,CONHAQUE DREHER 900ML,4,"R$14,49"
2018,agosto,200100,CONHAQUE SAO BRAZ 900ML,20,"R$5,29"
2018,agosto,200100,CONHAQUE SEDUTOR 500ML,29,"R$6,89"
2018,agosto,200100,CONHAQUE SEDUTOR 900ML,16,"R$12,59"
2018,agosto,200100,RUM BACARDI 980ML BIG,6,"R$39,33"
2018,agosto,200100,RUM BACARDI 980ML CARTA OURO,2,"R$42,70"
2018,agosto,200100,TEQUILA EL JIMADOR 750ML,1,"R$105,90"
2018,agosto,200100,VERMOUTH SCALAB 900ML,5,"R$9,99"
2018,agosto,200100,VODKA BLUE SPIRIT 275ML ICE,63,"R$4,02"
2018,agosto,200100,VODKA SMIRNOFF LATA ICE 269ML,161,"R$4,44"
2018,setembro,200100,APERITIVO CAMPARI 900ML,20,"R$36,45"
2018,setembro,200100,APERITIVO MARTINI 750ML,36,"R$27,38"
2018,setembro,200100,APERITIVO MARTINI 995ML,1,"R$28,02"
2018,setembro,200100,APERITIVO MARTINI 995ML ROSSO,1,"R$27,69"
2018,setembro,200100,CATUABA ASA BRANCA 900ML,27,"R$5,68"
2018,setembro,200100,CONHAQUE DREHER 900ML,1,"R$14,49"
2018,setembro,200100,CONHAQUE SAO BRAZ 900ML,13,"R$5,29"
2018,setembro,200100,CONHAQUE SEDUTOR 500ML,20,"R$6,89"
2018,setembro,200100,CONHAQUE SEDUTOR 900ML,11,"R$12,59"
2018,setembro,200100,RUM BACARDI 980ML BIG,19,"R$31,39"
2018,setembro,200100,RUM BACARDI 980ML CARTA OURO,6,"R$37,80"
2018,setembro,200100,RUM BACARDI 980ML TANGERINE,1,"R$29,90"
2018,setembro,200100,SIDRA FERM SAO BRAZ 660ML MACA,10,"R$9,99"
2018,setembro,200100,TEQUILA EL JIMADOR 750ML,3,"R$105,90"
2018,setembro,200100,TEQUILA SAUZA 750ML,1,"R$99,90"
2018,setembro,200100,VERMOUTH SCALAB 900ML,20,"R$6,99"
2018,setembro,200100,VODKA BLUE SPIRIT 275ML ICE,73,"R$3,68"
2018,setembro,200100,VODKA SMIRNOFF LATA ICE 269ML,52,"R$3,99"
2018,outubro,200100,APERITIVO CAMPARI 900ML,20,"R$36,45"
2018,outubro,200100,APERITIVO MARTINI 750ML,32,"R$24,98"
2018,outubro,200100,CATUABA ASA BRANCA 900ML,22,"R$5,68"
2018,outubro,200100,CONHAQUE SAO BRAZ 900ML,7,"R$7,89"
2018,outubro,200100,CONHAQUE SEDUTOR 500ML,11,"R$6,89"
2018,outubro,200100,CONHAQUE SEDUTOR 900ML,5,"R$12,59"
2018,outubro,200100,RUM BACARDI 980ML BIG,23,"R$31,31"
2018,outubro,200100,RUM BACARDI 980ML CARTA OURO,6,"R$31,59"
2018,outubro,200100,RUM BACARDI 980ML TANGERINE,2,"R$29,90"
2018,outubro,200100,SIDRA FERM SAO BRAZ 660ML MACA,1,"R$9,99"
2018,outubro,200100,TEQUILA EL JIMADOR 750ML,2,"R$105,90"
2018,outubro,200100,TEQUILA SAUZA 750ML,1,"R$99,90"
2018,outubro,200100,VERMOUTH SCALAB 900ML,3,"R$9,99"
2018,outubro,200100,VODKA BLUE SPIRIT 275ML ICE,39,"R$3,11"
2018,outubro,200100,VODKA SMIRNOFF LATA ICE 269ML,24,"R$4,48"
2018,novembro,200100,APERITIVO APEROL HAWA-SO 750ML,2,"R$53,29"
2018,novembro,200100,APERITIVO CAMPARI 900ML,64,"R$35,50"
2018,novembro,200100,APERITIVO MARTINI 750ML,43,"R$24,98"
2018,novembro,200100,CATUABA ASA BRANCA 900ML,39,"R$5,69"
2018,novembro,200100,CONHAQUE SAO BRAZ 900ML,11,"R$7,89"
2018,novembro,200100,CONHAQUE SEDUTOR 500ML,20,"R$6,86"
2018,novembro,200100,CONHAQUE SEDUTOR 900ML,8,"R$12,59"
2018,novembro,200100,RUM BACARDI 980ML BIG,16,"R$35,20"
2018,novembro,200100,RUM BACARDI 980ML CARTA OURO,8,"R$34,98"
2018,novembro,200100,TEQUILA EL JIMADOR 750ML,3,"R$105,90"
2018,novembro,200100,TEQUILA SAUZA 750ML,2,"R$99,90"
2018,novembro,200100,VERMOUTH SCALAB 900ML,4,"R$9,99"
2018,novembro,200100,VODKA BLUE SPIRIT 275ML ICE,63,"R$4,00"
2018,novembro,200100,VODKA SMIRNOFF LATA ICE 269ML,117,"R$5,29"
2018,dezembro,200100,APERITIVO APEROL HAWA-SO 750ML,3,"R$52,16"
2018,dezembro,200100,APERITIVO CAMPARI 900ML,169,"R$34,75"
2018,dezembro,200100,APERITIVO MARTINI 750ML,50,"R$24,98"
2018,dezembro,200100,APERITIVO MARTINI 995ML,2,"R$23,96"
2018,dezembro,200100,APERITIVO MARTINI 995ML ROSSO,2,"R$19,90"
2018,dezembro,200100,CATUABA ASA BRANCA 900ML,37,"R$5,55"
2018,dezembro,200100,CONHAQUE SAO BRAZ 900ML,9,"R$7,29"
2018,dezembro,200100,CONHAQUE SEDUTOR 500ML,17,"R$6,13"
2018,dezembro,200100,CONHAQUE SEDUTOR 900ML,38,"R$12,42"
2018,dezembro,200100,RUM BACARDI 980ML BIG,15,"R$36,08"
2018,dezembro,200100,RUM BACARDI 980ML CARTA OURO,5,"R$34,98"
2018,dezembro,200100,RUM BACARDI 980ML TANGERINE,6,"R$31,78"
2018,dezembro,200100,TEQUILA EL JIMADOR 750ML,8,"R$102,15"
2018,dezembro,200100,TEQUILA SAUZA 750ML,5,"R$91,90"
2018,dezembro,200100,VODKA BLUE SPIRIT 275ML ICE,244,"R$4,00"
2018,dezembro,200100,VODKA SMIRNOFF LATA ICE 269ML,102,"R$5,29"
2019,janeiro,200100,APERITIVO APEROL HAWA-SO 750ML,2,"R$51,60"
2019,janeiro,200100,APERITIVO CAMPARI 900ML,55,"R$34,14"
2019,janeiro,200100,APERITIVO MARTINI 750ML,36,"R$25,59"
2019,janeiro,200100,CATUABA ASA BRANCA 900ML,37,"R$5,72"
2019,janeiro,200100,CONHAQUE HENNESSY 700ML VSOP,2,"R$129,90"
2019,janeiro,200100,CONHAQUE SEDUTOR 500ML,19,"R$6,17"
2019,janeiro,200100,CONHAQUE SEDUTOR 900ML,10,"R$12,11"
2019,janeiro,200100,RUM BACARDI 980ML BIG,7,"R$37,43"
2019,janeiro,200100,RUM BACARDI 980ML CARTA OURO,8,"R$34,70"
2019,janeiro,200100,RUM BACARDI 980ML TANGERINE,1,"R$28,99"
2019,janeiro,200100,TEQUILA EL JIMADOR 750ML,2,"R$97,95"
2019,janeiro,200100,VODKA BLUE SPIRIT 275ML ICE,75,"R$4,02"
2019,janeiro,200100,VODKA SMIRNOFF LATA ICE 269ML,114,"R$5,29"
2019,fevereiro,200100,APERITIVO APEROL HAWA-SO 750ML,1,"R$53,29"
2019,fevereiro,200100,APERITIVO CAMPARI 900ML,58,"R$34,68"
2019,fevereiro,200100,APERITIVO MARTINI 750ML,28,"R$28,66"
2019,fevereiro,200100,APERITIVO MARTINI 995ML,1,"R$28,02"
2019,fevereiro,200100,APERITIVO MARTINI 995ML ROSSO,1,"R$19,99"
2019,fevereiro,200100,CATUABA ASA BRANCA 900ML,15,"R$5,89"
2019,fevereiro,200100,CONHAQUE SAO BRAZ 900ML,1,"R$7,89"
2019,fevereiro,200100,CONHAQUE SEDUTOR 500ML,8,"R$6,19"
2019,fevereiro,200100,CONHAQUE SEDUTOR 900ML,8,"R$12,59"
2019,fevereiro,200100,RUM BACARDI 980ML BIG,6,"R$37,77"
2019,fevereiro,200100,RUM BACARDI 980ML CARTA OURO,4,"R$34,48"
2019,fevereiro,200100,TEQUILA EL JIMADOR 750ML,2,"R$105,90"
2019,fevereiro,200100,TEQUILA SAUZA 750ML,1,"R$99,90"
2019,fevereiro,200100,VODKA BLUE SPIRIT 275ML ICE,96,"R$4,02"
2019,fevereiro,200100,VODKA SMIRNOFF LATA ICE 269ML,49,"R$5,29"
2019,fevereiro,200100,WHISKY JW WHITE WALKER 750ML ED LIM,11,"R$124,24"
2019,março,200100,APERITIVO CAMPARI 900ML,59,"R$34,44"
2019,março,200100,APERITIVO MARTINI 750ML,24,"R$28,98"
2019,março,200100,APERITIVO MARTINI 995ML ROSSO,2,"R$27,69"
2019,março,200100,CATUABA ASA BRANCA 900ML,19,"R$5,89"
2019,março,200100,CONHAQUE SAO BRAZ 900ML,13,"R$7,89"
2019,março,200100,CONHAQUE SEDUTOR 500ML,10,"R$6,19"
2019,março,200100,CONHAQUE SEDUTOR 900ML,21,"R$12,59"
2019,março,200100,RUM BACARDI 980ML BIG,15,"R$36,46"
2019,março,200100,RUM BACARDI 980ML CARTA OURO,3,"R$34,32"
2019,março,200100,RUM BACARDI 980ML TANGERINE,2,"R$34,16"
2019,março,200100,TEQUILA EL JIMADOR 750ML,2,"R$97,95"
2019,março,200100,TEQUILA SAUZA 750ML,3,"R$99,90"
2019,março,200100,VERMOUTH CINZANO 900ML,2,"R$16,90"
2019,março,200100,VERMOUTH SCALAB 900ML,1,"R$9,99"
2019,março,200100,VODKA BLUE SPIRIT 275ML ICE,150,"R$4,00"
2019,março,200100,VODKA SMIRNOFF LATA ICE 269ML,66,"R$5,22"
2019,março,200100,WHISKY JW WHITE WALKER 750ML ED LIM,3,"R$129,90"
2019,abril,200100,APERITIVO APEROL HAWA-SO 750ML,2,"R$53,29"
2019,abril,200100,APERITIVO CAMPARI 900ML,41,"R$35,71"
2019,abril,200100,APERITIVO MARTINI 750ML,14,"R$28,98"
2019,abril,200100,APERITIVO MARTINI 995ML ROSSO,2,"R$27,69"
2019,abril,200100,CATUABA ASA BRANCA 900ML,16,"R$5,89"
2019,abril,200100,CONHAQUE SAO BRAZ 900ML,15,"R$7,89"
2019,abril,200100,CONHAQUE SEDUTOR 500ML,11,"R$6,19"
2019,abril,200100,CONHAQUE SEDUTOR 900ML,18,"R$12,59"
2019,abril,200100,RUM BACARDI 980ML BIG,5,"R$39,33"
2019,abril,200100,RUM BACARDI 980ML CARTA OURO,4,"R$34,98"
2019,abril,200100,RUM BACARDI 980ML TANGERINE,1,"R$39,32"
2019,abril,200100,TEQUILA EL JIMADOR 750ML,1,"R$105,90"
2019,abril,200100,TEQUILA SAUZA 750ML,2,"R$92,40"
2019,abril,200100,VERMOUTH SCALAB 900ML,4,"R$9,99"
2019,abril,200100,VODKA BLUE SPIRIT 275ML ICE,73,"R$4,01"
2019,abril,200100,VODKA SMIRNOFF LATA ICE 269ML,46,"R$4,55"
2019,abril,200100,WHISKY JW WHITE WALKER 750ML ED LIM,5,"R$129,90"
2019,maio,200100,APERITIVO CAMPARI 900ML,60,"R$35,11"
2019,maio,200100,APERITIVO MARTINI 750ML,20,"R$28,56"
2019,maio,200100,APERITIVO MARTINI 995ML,3,"R$23,33"
2019,maio,200100,APERITIVO MARTINI 995ML ROSSO,1,"R$27,69"
2019,maio,200100,CATUABA ASA BRANCA 900ML,27,"R$5,89"
2019,maio,200100,CONHAQUE SAO BRAZ 900ML,11,"R$7,22"
2019,maio,200100,CONHAQUE SEDUTOR 500ML,20,"R$6,19"
2019,maio,200100,CONHAQUE SEDUTOR 900ML,10,"R$12,59"
2019,maio,200100,RUM BACARDI 980ML BIG,4,"R$36,87"
2019,maio,200100,RUM BACARDI 980ML CARTA OURO,5,"R$34,98"
2019,maio,200100,RUM BACARDI 980ML TANGERINE,2,"R$29,49"
2019,maio,200100,TEQUILA EL JIMADOR 750ML,1,"R$105,90"
2019,maio,200100,TEQUILA SAUZA 750ML,3,"R$99,90"
2019,maio,200100,VODKA BLUE SPIRIT 275ML ICE,79,"R$3,97"
2019,maio,200100,VODKA SMIRNOFF LATA ICE 269ML,78,"R$5,25"
2019,maio,200100,WHISKY JW WHITE WALKER 750ML ED LIM,1,"R$129,90"
2019,junho,200100,APERITIVO APEROL HAWA-SO 750ML,2,"R$47,05"
2019,junho,200100,APERITIVO CAMPARI 900ML,83,"R$34,79"
2019,junho,200100,APERITIVO MARTINI 750ML,30,"R$28,72"
2019,junho,200100,CATUABA ASA BRANCA 900ML,18,"R$5,89"
2019,junho,200100,CONHAQUE SAO BRAZ 900ML,14,"R$7,58"
2019,junho,200100,CONHAQUE SEDUTOR 500ML,11,"R$6,19"
2019,junho,200100,CONHAQUE SEDUTOR 900ML,14,"R$12,59"
2019,junho,200100,RUM BACARDI 980ML BIG,8,"R$33,85"
2019,junho,200100,RUM BACARDI 980ML CARTA OURO,8,"R$33,11"
2019,junho,200100,RUM BACARDI 980ML TANGERINE,1,"R$29,49"
2019,junho,200100,TEQUILA SAUZA 750ML,1,"R$99,90"
2019,junho,200100,VERMOUTH CINZANO 900ML,3,"R$10,90"
2019,junho,200100,VODKA BLUE SPIRIT 275ML ICE,129,"R$4,05"
2019,junho,200100,VODKA SMIRNOFF LATA ICE 269ML,115,"R$4,68"
2019,junho,200100,WHISKY JW WHITE WALKER 750ML ED LIM,1,"R$129,90"
2019,julho,200100,APERITIVO APEROL HAWA-SO 750ML,2,"R$54,90"
2019,julho,200100,APERITIVO CAMPARI 900ML,17,"R$35,55"
2019,julho,200100,APERITIVO MARTINI 750ML,24,"R$28,77"
2019,julho,200100,APERITIVO MARTINI 995ML ROSSO,2,"R$23,69"
2019,julho,200100,CATUABA ASA BRANCA 900ML,9,"R$5,89"
2019,julho,200100,CONHAQUE SAO BRAZ 900ML,3,"R$7,89"
2019,julho,200100,CONHAQUE SEDUTOR 500ML,11,"R$6,19"
2019,julho,200100,CONHAQUE SEDUTOR 900ML,9,"R$12,59"
2019,julho,200100,RUM BACARDI 980ML BIG,2,"R$33,91"
2019,julho,200100,RUM BACARDI 980ML CARTA OURO,1,"R$30,39"
2019,julho,200100,RUM BACARDI 980ML TANGERINE,9,"R$27,99"
2019,julho,200100,TEQUILA EL JIMADOR 750ML,2,"R$105,90"
2019,julho,200100,VERMOUTH CINZANO 900ML,1,"R$16,90"
2019,julho,200100,VODKA BLUE SPIRIT 275ML ICE,85,"R$3,86"
2019,julho,200100,VODKA SMIRNOFF LATA ICE 269ML,14,"R$4,79"
2019,julho,200100,WHISKY JW WHITE WALKER 750ML ED LIM,2,"R$129,90"
2018,julho,200300,VODKA SMIRNOFF ICE 275ML C6 LV MAIS,2,"R$23,98"
2018,agosto,200300,VODKA SMIRNOFF ICE 275ML C6 LV MAIS,8,"R$23,95"
2018,outubro,200300,VODKA SMIRNOFF ICE 275ML C6 LV MAIS,10,"R$23,98"
2018,julho,200400,AGUARD YPIOCA BRAS 480ML PET PRATA,79,"R$6,49"
2018,julho,200400,AGUARDENTE YPYOCA PRATA 350ML LATA,45,"R$4,89"
2018,julho,200400,CACHACA WHISKERIA BR 600ML,1,"R$37,74"
2018,julho,200400,CACHACA YPIOCA BRAS 480ML PET OURO,53,"R$8,79"
2018,agosto,200400,AGUARD YPIOCA BRAS 480ML PET PRATA,138,"R$6,49"
2018,agosto,200400,AGUARDENTE YPYOCA PRATA 350ML LATA,79,"R$4,89"
2018,agosto,200400,APERITIVO JAMBULERA 900ML,3,"R$25,82"
2018,agosto,200400,CACHACA WHISKERIA BR 600ML,6,"R$37,74"
2018,agosto,200400,CACHACA YPIOCA BRAS 480ML PET OURO,121,"R$8,79"
2018,setembro,200400,AGUARD YPIOCA BRAS 480ML PET PRATA,176,"R$6,49"
2018,setembro,200400,AGUARDENTE YPYOCA PRATA 350ML LATA,85,"R$4,89"
2018,setembro,200400,APERITIVO JAMBULERA 900ML,2,"R$24,70"
2018,setembro,200400,CACHACA YPIOCA BRAS 480ML PET OURO,127,"R$8,79"
2018,outubro,200400,AGUARD YPIOCA BRAS 480ML PET PRATA,154,"R$6,49"
2018,outubro,200400,AGUARDENTE YPYOCA PRATA 350ML LATA,63,"R$4,89"
2018,outubro,200400,APERITIVO JAMBULERA 900ML,3,"R$23,76"
2018,outubro,200400,CACHACA WHISKERIA BR 600ML,2,"R$37,74"
2018,outubro,200400,CACHACA YPIOCA BRAS 480ML PET OURO,97,"R$8,79"
2018,novembro,200400,AGUARD YPIOCA BRAS 480ML PET PRATA,175,"R$6,50"
2018,novembro,200400,AGUARDENTE YPYOCA PRATA 350ML LATA,73,"R$4,89"
2018,novembro,200400,CACHACA WHISKERIA BR 600ML,1,"R$37,74"
2018,novembro,200400,CACHACA YPIOCA BRAS 480ML PET OURO,88,"R$8,77"
2018,dezembro,200400,AGUARD YPIOCA BRAS 480ML PET PRATA,177,"R$6,79"
2018,dezembro,200400,AGUARDENTE YPYOCA PRATA 350ML LATA,90,"R$4,89"
2018,dezembro,200400,APERITIVO JAMBULERA 900ML,5,"R$20,92"
2018,dezembro,200400,CACHACA WHISKERIA BR 600ML,1,"R$19,90"
2018,dezembro,200400,CACHACA YPIOCA BRAS 480ML PET OURO,104,"R$8,39"
2019,janeiro,200400,AGUARD YPIOCA BRAS 480ML PET PRATA,141,"R$6,79"
2019,janeiro,200400,AGUARDENTE YPYOCA PRATA 350ML LATA,59,"R$4,89"
2019,janeiro,200400,APERITIVO JAMBULERA 900ML,2,"R$19,90"
2019,janeiro,200400,CACHACA WHISKERIA BR 600ML,2,"R$19,90"
2019,janeiro,200400,CACHACA YPIOCA BRAS 480ML PET OURO,100,"R$8,39"
2019,fevereiro,200400,AGUARD YPIOCA BRAS 480ML PET PRATA,96,"R$6,79"
2019,fevereiro,200400,AGUARDENTE YPYOCA PRATA 350ML LATA,81,"R$4,89"
2019,fevereiro,200400,CACHACA YPIOCA BRAS 480ML PET OURO,90,"R$8,38"
2019,março,200400,AGUARD YPIOCA BRAS 480ML PET PRATA,125,"R$6,79"
2019,março,200400,AGUARDENTE YPYOCA PRATA 350ML LATA,99,"R$4,89"
2019,março,200400,APERITIVO JAMBULERA 900ML,4,"R$21,82"
2019,março,200400,CACHACA WHISKERIA BR 600ML,5,"R$37,74"
2019,março,200400,CACHACA YPIOCA BRAS 480ML PET OURO,102,"R$8,68"
2019,abril,200400,AGUARD YPIOCA BRAS 480ML PET PRATA,104,"R$6,79"
2019,abril,200400,AGUARDENTE YPYOCA PRATA 350ML LATA,86,"R$4,89"
2019,abril,200400,APERITIVO JAMBULERA 900ML,1,"R$27,29"
2019,abril,200400,CACHACA WHISKERIA BR 600ML,2,"R$37,74"
2019,abril,200400,CACHACA YPIOCA BRAS 480ML PET OURO,110,"R$8,50"
2019,maio,200400,AGUARD YPIOCA BRAS 480ML PET PRATA,113,"R$6,79"
2019,maio,200400,AGUARDENTE YPYOCA PRATA 350ML LATA,62,"R$4,89"
2019,maio,200400,CACHACA WHISKERIA BR 600ML,3,"R$37,74"
2019,maio,200400,CACHACA YPIOCA BRAS 480ML PET OURO,74,"R$8,42"
2019,junho,200400,AGUARD YPIOCA BRAS 480ML PET PRATA,169,"R$6,79"
2019,junho,200400,AGUARDENTE YPYOCA PRATA 350ML LATA,100,"R$4,89"
2019,junho,200400,APERITIVO JAMBULERA 900ML,3,"R$20,49"
2019,junho,200400,CACHACA WHISKERIA BR 600ML,3,"R$37,74"
2019,junho,200400,CACHACA YPIOCA BRAS 480ML PET OURO,131,"R$8,44"
2019,julho,200400,AGUARD YPIOCA BRAS 480ML PET PRATA,78,"R$6,79"
2019,julho,200400,AGUARDENTE YPYOCA PRATA 350ML LATA,45,"R$4,89"
2019,julho,200400,CACHACA WHISKERIA BR 600ML,1,"R$37,74"
2019,julho,200400,CACHACA YPIOCA BRAS 480ML PET OURO,75,"R$8,42"
2018,julho,200800,GIN TRANQUERAY 750ML,1,"R$99,90"
2018,setembro,200800,GIN TRANQUERAY 750ML,1,"R$99,90"
2018,outubro,200800,GIN TRANQUERAY 750ML,2,"R$99,90"
2018,novembro,200800,GIN TRANQUERAY 750ML,2,"R$108,90"
2018,dezembro,200800,GIN TANQUERAY TEN 750ML,2,"R$149,90"
2018,dezembro,200800,GIN TRANQUERAY 750ML,7,"R$110,19"
2019,janeiro,200800,GIN TRANQUERAY 750ML,1,"R$117,90"
2019,fevereiro,200800,GIN TANQUERAY TEN 750ML,1,"R$159,99"
2019,fevereiro,200800,GIN TRANQUERAY 750ML,1,"R$117,90"
2019,março,200800,GIN TRANQUERAY 750ML,3,"R$117,90"
2019,abril,200800,GIN TRANQUERAY 750ML,4,"R$104,40"
2019,maio,200800,GIN TRANQUERAY 750ML,4,"R$117,90"
2019,junho,200800,GIN TRANQUERAY 750ML,4,"R$117,90"
2019,julho,200800,GIN TRANQUERAY 750ML,2,"R$117,90"
2018,julho,200900,CACHACA SANTA DOSE 250ML,1,"R$12,19"
2018,agosto,200900,CACHACA SANTA DOSE 250ML,5,"R$12,19"
2018,setembro,200900,CACHACA SANTA DOSE 250ML,1,"R$12,19"
2018,outubro,200900,CACHACA SANTA DOSE 250ML,3,"R$12,19"
2018,novembro,200900,CACHACA SANTA DOSE 250ML,2,"R$12,19"
2018,julho,201000,BACARDI BIG PINEAPPLE 750ML,1,"R$24,88"
2018,julho,201000,LICOR AMARULA 375ML,1,"R$56,90"
2018,julho,201000,LICOR AMARULA 750ML,1,"R$109,90"
2018,julho,201000,LICOR MENTA FRESH 900ML,9,"R$14,99"
2018,julho,201000,LICOR STOCK 720ML,2,"R$45,79"
2018,julho,201000,LICOR STOCK 720ML CR,3,"R$47,20"
2018,agosto,201000,LICOR AMARULA 375ML,1,"R$56,90"
2018,agosto,201000,LICOR AMARULA 750ML,1,"R$109,90"
2018,agosto,201000,LICOR MENTA FRESH 900ML,18,"R$14,99"
2018,agosto,201000,LICOR STOCK 720ML CR,1,"R$45,79"
2018,setembro,201000,LICOR COINTREAU 700ML,2,"R$123,99"
2018,setembro,201000,LICOR MENTA FRESH 900ML,18,"R$14,99"
2018,setembro,201000,LICOR STOCK 720ML,4,"R$45,79"
2018,setembro,201000,LICOR STOCK 720ML CR,3,"R$47,20"
2018,outubro,201000,LICOR BOLS 700ML,1,"R$33,29"
2018,outubro,201000,LICOR COINTREAU 700ML,1,"R$123,99"
2018,outubro,201000,LICOR MENTA FRESH 900ML,19,"R$14,99"
2018,outubro,201000,LICOR STOCK 720ML,6,"R$45,79"
2018,outubro,201000,LICOR STOCK 720ML CR,2,"R$46,85"
2018,novembro,201000,LICOR 700ML,1,"R$149,88"
2018,novembro,201000,LICOR MENTA FRESH 900ML,21,"R$14,94"
2018,novembro,201000,LICOR STOCK 720ML,2,"R$45,79"
2018,novembro,201000,LICOR STOCK 720ML CR,1,"R$47,90"
2018,dezembro,201000,LICOR AMARULA 375ML,1,"R$56,90"
2018,dezembro,201000,LICOR COINTREAU 700ML,3,"R$126,63"
2018,dezembro,201000,LICOR MENTA FRESH 900ML,73,"R$12,19"
2018,dezembro,201000,LICOR STOCK 720ML,6,"R$45,49"
2018,dezembro,201000,LICOR STOCK 720ML CR,4,"R$47,15"
2019,janeiro,201000,LICOR AMARULA 750ML,1,"R$79,99"
2019,janeiro,201000,LICOR COINTREAU 700ML,2,"R$89,99"
2019,janeiro,201000,LICOR ILLYQUORE 700ML,3,"R$59,90"
2019,janeiro,201000,LICOR MENTA FRESH 900ML,14,"R$12,92"
2019,janeiro,201000,LICOR STOCK 720ML,3,"R$45,49"
2019,janeiro,201000,LICOR STOCK 720ML CR,3,"R$47,23"
2019,fevereiro,201000,LICOR COINTREAU 700ML,1,"R$123,99"
2019,fevereiro,201000,LICOR MENTA FRESH 900ML,23,"R$13,99"
2019,fevereiro,201000,LICOR STOCK 720ML,6,"R$45,79"
2019,fevereiro,201000,LICOR STOCK 720ML CR,2,"R$39,99"
2019,março,201000,LICOR AMARULA 375ML,1,"R$56,90"
2019,março,201000,LICOR COINTREAU 700ML,1,"R$123,99"
2019,março,201000,LICOR MENTA FRESH 900ML,13,"R$13,99"
2019,março,201000,LICOR STOCK 720ML,3,"R$45,79"
2019,março,201000,LICOR STOCK 720ML CR,1,"R$42,99"
2019,abril,201000,BACARDI BIG PINEAPPLE 750ML,1,"R$24,88"
2019,abril,201000,LICOR AMARULA 375ML,1,"R$56,90"
2019,abril,201000,LICOR COINTREAU 700ML,1,"R$123,99"
2019,abril,201000,LICOR ILLYQUORE 700ML,1,"R$59,90"
2019,abril,201000,LICOR MENTA FRESH 900ML,19,"R$13,99"
2019,abril,201000,LICOR STOCK 720ML,3,"R$44,83"
2019,abril,201000,LICOR STOCK 720ML CR,1,"R$47,90"
2019,maio,201000,LICOR MENTA FRESH 900ML,19,"R$13,99"
2019,maio,201000,LICOR STOCK 720ML,5,"R$45,79"
2019,maio,201000,LICOR STOCK 720ML CR,1,"R$29,49"
2019,junho,201000,LICOR AMARULA 375ML,1,"R$52,19"
2019,junho,201000,LICOR MENTA FRESH 900ML,18,"R$13,99"
2019,junho,201000,LICOR STOCK 720ML,5,"R$46,41"
2019,junho,201000,LICOR STOCK 720ML CR,1,"R$29,49"
2019,julho,201000,LICOR MENTA FRESH 900ML,9,"R$13,99"
2019,julho,201000,LICOR STOCK 720ML,3,"R$45,79"
2019,julho,201000,LICOR STOCK 720ML CR,1,"R$45,79"
2018,julho,201600,WHISKY BALLANTINES 750ML 12 YO,3,"R$99,90"
2018,julho,201600,WHISKY BLACK E WHITE 250ML,14,"R$15,99"
2018,julho,201600,WHISKY JW GOLD LABEL 750ML RESERVE,1,"R$259,90"
2018,julho,201600,WHISKY JW RED LABEL 750ML 8 ANOS,7,"R$68,90"
2018,julho,201600,WHISKY OLD PARR 750ML 12 ANOS,4,"R$109,90"
